Press,Headline,Analysis
한국경제,전기차 전환 못 따라가는 부품社..2030년까지 500곳 사라질 수도,부정
매일경제,"""싸구려 전기차 만들 시간 없어""..머스크 입에 이 회사가 떴다 [위클리기사단]",부정
한국경제,"역대급 태풍 '힌남노' 온다는데..""전기차 운전 괜찮을까요?""",중립
중앙일보,"""반값 전기차 만들자"" GM·혼다, 코드 꽂았다",긍정
매일경제,소음없이 부드러운 주행 '일품'..럭셔리 세단 전기차 끝판왕,긍정
머니투데이,"韓통상장관 美급파..""전기차 보조금 차별, 해결은 11월 이후""",중립
뉴시스,"고속도로 '전기차 충전소' 몇개?..소프트베리, 현황 공개",중립
아레나,LG는 왜 전기차를 안 만드나?,중립
지디넷코리아,"""中 BYD 성장 사례, 전기차 대중화 시대 여는 동력""",긍정
머니투데이,"""테슬라, 한국에 전기차 공장 협의 중""…정부, 투자유치 총력",긍정
노컷뉴스,"바이든, 현대 美전기차 공장 기공을 '치적'으로 홍보",긍정
뉴시스,"美 한국산 전기차 차별, 상업용 요건 완화·법 개정으로 돌파구",중립
뉴시스,"'테슬라 뛰어넘자'..GM-포드, 전기차 우위 경쟁 심화",부정
뉴시스,전기차 시장 두배로 커졌다..테슬라 독주 속 中 급성장(종합),긍정
조선일보,"전기차·배터리 업계, 서로 ""차 팔아도 남는 게 없다""",부정
노컷뉴스,"미국정부 ""韓 전기차 문제, 딱히 해결책 없다""",부정
일간스포츠,급성장 전기차..결함도 덩달아 '폭증',부정
연합뉴스,"윤석열 ""주유소·LPG충전소 내 전기차 충전 인프라 확대""",중립
한국경제,삼양사의 깨어난 공격본능..전기차 소재로 북미 뚫는다,긍정
매일경제,"‘美IRA 주도’ 맨친, 韓요구 거부...“리스·공유 전기차엔 보조금 불가”",부정
연합뉴스,"이재명 ""특별협상단 파견해 '전기차 패싱' 수습책 마련해야""(종합)",부정
연합뉴스,"""전기차 충전, 5년 뒤 아이폰보다 빨라진다""",긍정
연합뉴스,"현대차, 인도네시아서 전기차 판매 본격화..5월 점유율 98%",긍정
연합뉴스,"'디폴트' 헝다, 첫 전기차 판매 개시",중립
조선비즈,전기차 전력으로 호텔도 운영.. 주목받는 V2L 기술,긍정
노컷뉴스,G20 개최지 발리에서 불붙은 한중일 전기차 대전,중립
KBS,전기차 느는데..충전소 화재 안전 시설은?,부정
전자신문,중국 '끌고' 유럽 '밀고'..세계 전기차 '電力질주',긍정
오마이뉴스,전기차 충전 난민들... 고속도로 휴게소에 무슨 일이? [고속도로 휴게소 이야기],부정
경향신문,"바이든, 조지아주 현대 전기차 공장 기공식에 “내 경제 정책 성과, 빨리 이뤄져 기뻐”",긍정
중앙일보,정의선 “최고 전기차 생산시설로” 바이든 “경제정책 성과”,중립
조선비즈,[시승기] 삼성 사장단이 선택한 BMW 전기차 ‘i7′,중립
연합뉴스,일본 수입 전기차 판매량 3배로 급증..틈새시장 벗어날까,긍정
뉴시스,[시승기]전기차 보조금 없어도 자신있다…아우디 'Q4 e-트론',중립
조선일보,"""중국 배터리 빼야 보조금 주겠다"".. 미국發 전기차 쇼크",부정
연합뉴스,양자 협의 조기가동·다자 공조강화..정부 '전기차 차별' 총력전,부정
연합뉴스,IRA 이후 10월 美 전기차 판매 현대차 21%↑…기아는 17.6%↓,중립
머니투데이,"대전 현대아울렛 화재에 전기차 또 '누명'..""진짜 위험한가요?""",부정
연합뉴스,"美 전기차 보조금 의견수렴 착수..車업계, 현실적 대안에 촉각",중립
조선비즈,"“7년 내 6배 성장”… LG, 전기차 충전사업 박차",긍정
동아일보,"GM 2인자, 한국GM의 전기차 생산기지 가능성 시사",긍정
동아일보,韓전기차 美 판매 '비상'.. 보조금 1000만원 끊겼다,부정
한국경제,'디젤 일변도'였던 폭스바겐도 한국서 전기차 잇따라 출시,중립
JTBC,"보조금 끊긴 한국산 전기차..미 공장 가보니 ""불공평..대안 필요""",부정
한국경제,불나면 갇혀 죽는다?..'전기차 화재 공포' 진짜일까 [노정동의 선넘는 차(車) 이야기],부정
매경이코노미,"다크호스 전기차..'4000만 원대' 수입차, 폴스타2",중립
지디넷코리아,전기차·수소차 고속도로 통행료 할인 2024년까지 연장,긍정
파이낸셜뉴스,연초 대비 -68%는 기본...테슬라 등 전기차 주가 버블 붕괴됐다,부정
연합뉴스,中 전기차 선두 비야디 글로벌 자동차업계 시총 3위 복귀(종합),긍정
매일경제,"현대차 노조 맞아?..""美서 전기차 생산 반대 안해"", 내건 조건은",중립
쿠키뉴스,안심하고 타도 될까..우려 커지는 전기차 화재,부정
비즈워치,[영상]전기차 배터리시장 미래 그린다(feat. SK온),긍정
연합뉴스,전기차 선도하는 현대차그룹..정의선 '퍼스트무버' 전략 통했다,긍정
한국경제,"폭스바겐, CES서 베일에 싸인 '새 전기차' 공개한다",중립
한국경제,[취재수첩] 거꾸로 가는 한국 전기차 보조금,부정
MBC,미국서 한국산 전기차도 '리스 차량'은 보조금,중립
연합뉴스,"EV6, 독일 車전문지 전기차 비교평가서 폭스바겐 제쳐",긍정
지디넷코리아,"테슬라, 中서 전기차 9% 인하..다른 지역은?",중립
전자신문,[신차드라이브] “슈퍼카 비켜”...기아 고성능 전기차 'EV6 GT',긍정
KBS,"전기차 화재, 어떻게 끄나?…강원소방 진압 실험",부정
한국경제,"""전기차 충전비가 기름값보다 비싸다""…유럽 시장에 '찬물'",부정
한국경제TV,"테슬라 제친 비야디, 세계최대 전기차업체 등극",긍정
쿠키뉴스,벤츠가 만들면 다르다..E클래스 전기차 버전[타봤더니],긍정
MBC,"""미국 전기차 원산지 규정, 유연 적용 가능성""",중립
연합뉴스,"EU, '전기차 세액공제 제외' 美인플레법에 ""타협안 도출 기대""",중립
머니투데이,"中에선 적수가 없다…10월 BYD 전기차, 테슬라보다 3배 더 팔려",긍정
매일경제,“하루 1억씩 달라고요?”…中 ‘전기차 굴기’에 운반선 운임 10배,부정
연합뉴스,"""미국 수소.전기차 공격적 투자, 강력한 한미협력 긴요""",중립
매일경제,"""몰랐다. 충전하려다 충격""..'아동착취' 전기차, 블록체인이 살맛나게 [왜몰랐을카]",부정
뉴시스,"""美中은 안주는데""..전기차 보조금 ""한국만 봉"" 목소리",부정
연합뉴스,"""전기차 시장 M&A 활발..핵심 부품인 리튬이온전지 관련 다수""",중립
매일경제,한발 물러선 美인플레법...韓전기차라도 ‘리스용’에는 보조금,중립
SBS Biz,헛도는 협상에 탈중국 난항..전기차 '첩첩산중',부정
매일경제,"""전기차 충전, 5년 뒤엔 아이폰보다 빨라진다""..美 기술개발",긍정
오토타임즈,"현대차그룹, 미국 전기차 전용공장 세운다",긍정
데일리안,'수소경제' 한풀 꺾이나..전기차에 밀린 넥쏘,부정
머니투데이,"""1550만원 받는데, 차가 안 나와요""..전기차 보조금 삭감?",부정
IT동아,"[시승기] 폭스바겐이 만든 첫 번째 전기차, ‘ID.4’",중립
뉴시스,"조오섭 ""더딘 휴게소 전기차 충전기 보급, 국민은 충전 난민 """,부정
연합뉴스,"""자동차보험, 전기차 중심으로 재편 검토해야""",중립
SBS,충전 중 전기차 화재에 심야 대피 소동…끄는 데 '8시간',부정
머니투데이,"""당분간 전기차 판매 줄어든다""..美서도 '인플레 감축법' 불만",부정
지디넷코리아,"""전기차 충전시설 기본요금 부과체계 개선해야""",중립
뉴시스,정전 중 전기차 배터리로 정관수술 성공한 의사..농담이 현실로!,중립
한국경제,"""ESS 통한 충전은 불법""..낡은 규제에 전기차 인프라 '방전 위기'",부정
머니투데이,"""전기차는 대용량 이동식 배터리"" 미래차 개념 바꾸는 V2L 기술",긍정
연합뉴스,"""높은 유가에 익숙해진 소비자, 전기차 관심 떨어져""",부정
매일경제,"정의선, 신동빈 손잡았다..전기차 충전사업 합작사 추진",긍정
연합뉴스,"현대차, 국내 첫 전기차공장으로 전동화 가속페달..퍼스트무버 탄력",긍정
한겨레,무거우면 주차도 못해..'전기차 다이어트' 경쟁,부정
전자신문,"국고보조금 받은 전기차 충전기, 관리는 소홀...출력 미달·결제 오류",부정
연합뉴스,"IEA ""韓 전기차 인프라 세계 최고..충전기 1대당 전기차 2.6대""",긍정
국민일보,中 독주에 견제구?.. 유럽에 부는 전기차 회의론,부정
머니투데이,"전기차로 돌아온 미니..감성이냐 주행거리냐, 그것이 문제로다[시승기]",중립
머니투데이,"수리비 비싼 전기차, 일반차보다 평균 보험료 24%↑",부정
비즈워치,[보푸라기]전기차 보험료가 더 비싼 이유,부정
조선일보,"하이브리드 최강자 도요타, 최근 출시한 전기차로 망신살",부정
연합뉴스,"리커창, 中 BYD 방문..전기차 생산·구매 촉진 정책 약속",긍정
경향신문,프리미엄 이미지 ‘전기차는 제네시스’ 세계시장 달린다,긍정
파이낸셜뉴스,현대차·BMW·닛산도 뛰어들었다.. '소형 전기차' 경쟁 가열,중립
문화일보,"<시평>전기차 차별, 美 결자해지 책임 무겁다",부정
SBS Biz,"""세계 자동차 업계, 2030년까지 전기차에 1700조 투자""",중립
파이낸셜뉴스,[단독] 노조가 먼저 제안한 전환배치… 전기차·IRA 대응 속도 [노동 유연성 높이는 현대차],긍정
데일리안,'고성능 전기차' 춘추전국 시대..내연기관 시대 '판' 흔들린다,중립
KBS,"미 “한국산 전기차, 상업용 판매 보조금 혜택”",긍정
머니투데이,네옴에 'K-전기차·배터리' 들어갈까..빈 살만 방한에 거는 기대감,중립
뉴시스,"산업부 ""美에 IRA 우려 제기..전기차 협의채널 구축 합의""",중립
동아일보,"美, IRA 의견 수렴..""최대한 많은 전기차 보조금 받도록 할 것""",긍정
한겨레,"미 인플레 감축법, 일 전기차엔 오히려 좋아?",중립
오토타임즈,전기차 짧은 주행거리가 단점? 미니가 깼다,중립
한겨레,내연기관차→전기차 개조..2024년께 상용화 전망,중립
뉴시스,"현대차그룹 전기차, 글로벌 충돌테스트서 '최고 등급'",긍정
중앙일보,"한국산 전기차 차별 미국 IRA 장벽, 상용차로 뚫는다",중립
연합뉴스,"美 GM, CES서 내년 출시 예정 픽업트럭 실버라도 전기차 공개",중립
조선비즈,"국산 전기차 내수 판매량, 年 10만대 최초 돌파",긍정
조선비즈,한국산 전기차도 ‘리스 차량’은 美인플레법 보조금 받는다,중립
매일경제,“전기차에서도 람보르기니 사운드 내겠다”...4인승 투도어로 첫 출시,긍정
매일경제,오빠차 아니라 아빠차였네..국산 전기차 구매 10명중 6명이 5060,중립
국민일보,"中, 거센 애국 소비 바람… 자존심 구긴 글로벌 전기차 강자들",부정
전자신문,"폭스콘, 전기차 위탁생산 추진…""빅테크 기업과 손잡나""",중립
한겨레,"전기차 수명 다한 폐배터리..가로등, 선박, 휠체어로 재탄생",긍정
세계일보,"美 전기차 구매자 충성도 높아..""휘발유차로 돌아가지 않을 것""",긍정
오토타임즈,"소프트베리, 전기차 이용 트렌드 발표",중립
연합뉴스,"中토종전기차 BYD, 외국 진출 박차…이번엔 말레이시아",중립
머니투데이,"전기차 충전 1시간에서 '20분'으로 대폭 단축 ""규제개혁의 힘""",긍정
비즈워치,[인사이드 스토리]전기차 충전 시장 뛰어드는 이유,중립
국제신문,전기차 배터리 핵심소재 中 의존도 심화..다변화 시급,부정
문화일보,거세지는 전동화 바람.. 빨라지는 전기차 시대,긍정
연합뉴스,'한번 충전에 1천km'..벤츠 콘셉트 전기차 공개,긍정
시사저널,"""미국 기류 바뀌었다""..韓전기차 보조금 제외, 돌파구 찾나",중립
조선비즈,"“전기차 리스, 지금이 적기”… 업계, 수요 줄자 재고 처리 안간힘",부정
연합뉴스,"""美 IRA 전기차 보조금, WTO·FTA 규정 위반 소지""",부정
한겨레,전기차 작년보다 73% 늘었지만…‘집밥’ 먹일 충전기는 어디에,부정
한국경제,"""전기차 무선충전, 얼마나 편하겠어요""..美에 도전장 [긱스]",중립
전자신문,전기차 충전기 '고객 가로채기' 경쟁 과열,부정
전자신문,"IRA '방지턱'에.. 현대차, 美 전기차 판매 ↓",부정
경향신문,"벤츠·BMW·아우디·현대차그룹…연이은 고성능 전기차 출시, 왜?",중립
연합뉴스,"'거침없는' 中 BYD, 유럽 전기차 시장에 도전장",긍정
SBS Biz,"현대차·기아 전기차 싹쓸이에…'르노·쌍용·한국GM', 차 못 팔아 슬픈데 기여금까지",부정
세계일보,"침수된 전기차, 배터리 때문에 감전될까? [뉴스+]",중립
노컷뉴스,전기차 보조금 차별 IRA..금주부터 실무협의 개시,중립
매경이코노미,주유소에서 전기차 충전..충전기 공유 서비스도 허용,긍정
연합뉴스,지원금 축소 개편안에 전기차 시장 '술렁'..가격산정 눈치 싸움도,부정
비즈워치,"전기차 배터리, 이 정도는 알아야 써먹는다",중립
머니투데이,독일도 '전기차 보조금 삭감' 추진..아이오닉5·EV6 타격,부정
