Press,Headline,Analysis
연합뉴스TV,자동차시장 코로나에 제동 걸렸지만..전기차는 '고속질주',긍정
매일경제,"'차트 역주행' 전기차 생태계, 또다른 에너지는 '금융'",중립
전자신문,"'벤츠의 굴욕'..쏘카, 벤츠 전기차 'EQC' 반납",부정
중앙일보,기름값 사상 최저인데 배터리·전기차 질주의 역설,중립
한국경제,아우디 e-트론 등판..'억' 소리 전기차 경쟁 본격화 예고,긍정
머니투데이,테슬라 '반값 전기차' 올라타자..배터리업계 세계대전,부정
KBS,"[취재후] ""브레이크가 안 들어""..현대 전기차 '코나'에 무슨 일이?",부정
지디넷코리아,"[조재환의 EV세상] 고가 전기차 보조금 제한, 누가 득 볼까?",중립
YTN,친환경 분산전원 시스템 개발..전기차 확산 이끈다,긍정
노컷뉴스,"LG전자, 캐나다 마그나와 '맞손' 전기차 부품 만든다",긍정
쿠키뉴스,'내연기관차+전기차' 결합한 '플러그인하이브리드(PHEV)',중립
지디넷코리아,"기아차, 전기차 모빌리티 시대 위한 조직개편 단행",중립
파이낸셜뉴스,"""독, 전기차 전환으로 10년간 일자리 40만개 사라질 것"" 정부 인가 보고서",부정
머니투데이,"전기차 충전, 주유소에서도 한다",긍정
연합뉴스,상반기 전기차 판매 23% 늘어..테슬라는 보조금 43% '독식',중립
전자신문,새해 신차 5대 중 1대 '전기차'..'전동화 시대'로 달린다,긍정
세계일보,"애플·바이두 등 ICT 공룡들의 전기차 시장 진출, 주가 상승 이끌어",긍정
뉴시스,"현대차 정의선-SK 최태원, 만난다..'K 전기차 배터리' 회동",중립
연합뉴스,"GM, 수소전기차 니콜라와 전략적 제휴..지분 11% 취득",긍정
머니투데이,전기차 폐배터리 끝장내기,부정
머니투데이,"""테슬라 게섯거라""..현대·기아차 이제는 전기차 강자",중립
SBS Biz,테슬라 고속 질주..우리 전기차 현황과 과제는?,중립
지디넷코리아,"현대차 코나 전기차 화재 원인, 결국 해 넘겨 발표",부정
연합뉴스,전기차 보조금 타내려고 위장전입..5억원 부정수급 31명 적발,부정
아이뉴스24,코로나19에도 전기차 수출 22.2% 늘었다,긍정
MBC,[알려줘!경제] 테슬라 타고 몸집 불리는 중국 전기차. 배터리 산업,중립
중앙일보,5년 후 전기차 가격 1000만원 낮춘다..미래차 133만대 보급,긍정
조선비즈,전기차 수난시대..현대·GM·아우디·볼보 잇따라 불나고 리콜,부정
파이낸셜뉴스,아이오닉5·CV·E100 내년 출격.. 테슬라 독주 끝낸다 [전기차시대 초고속 질주],긍정
IT동아,전기차들이 수입·국산 가리지 않고 국내에 몰려온다,중립
조선비즈,"송호성 기아차 사장 ""2021년 전기차 핵심 타깃은 고급차 시장""",중립
지디넷코리아,[조재환의 EV세상] 전기차 충전 방해 과태료 100만원 이하?..이용자는 헷갈린다,중립
전자신문,"블룸버그NEF, 2020년 전기차 시장 18% 하락 전망",부정
지디넷코리아,"화웨이, 전기차 충전 영역 입지 확대",중립
지디넷코리아,"[조재환의 EV세상] ""흡연시설 보이는 전기차 충전소, 불안해요""",부정
지디넷코리아,여전한 전기차 화재 공포..'안전한 전기차' 마인드는 실종,부정
지디넷코리아,"잊혀지던 아이오닉, 현대차 전기차 핵심 브랜드로 발돋움",긍정
한국경제,日 '脫석탄' 로드맵..주역은 전기차·풍력·원전,중립
연합뉴스,전기차 질주에 '2차전지 테마' ETF 수익률도 고공행진,긍정
지디넷코리아,"코나 전기차 화재 사과한 현대차, 아이오닉 화재 원인도 밝힐까",부정
지디넷코리아,"현대차·LG 회동, 전기차·전장 동맹 강화 신호탄 되나",중립
조선비즈,"""전기차의 침묵은 새로운 캔버스를 창조했다""",긍정
뉴시스,"""비싸서 안 사요?""..전기차 가격 5년 내 1000만원 내린다",중립
전자신문,"벤츠 vs BMW, 새해 '프리미엄 전기차' 시장서 맞붙는다",중립
중앙일보,"배터리3사 '논스톱 흑자' 시동..삼성SDI ""내년 전기차 배터리 흑자전환""",긍정
KBS,주차 4시간 된 전기차 화재..안전성 논란,부정
연합뉴스,현대차그룹 전기차 전용 브랜드 아이오닉 중국명은 '아이니커',중립
지디넷코리아,"유럽, 美 주춤하는 사이 전기차시장 2위 차지",긍정
조선비즈,"기아차, 2025년까지 전기차 11종 쏟아낸다..바뀐 엠블럼은 올 하반기 공개",긍정
연합뉴스,"""전기차 배터리 대란 우려에.."" 글로벌 '합작 열풍' 분다",부정
데일리안,삼성·현대차 교집합..전기차 배터리株 '고속충전',긍정
뉴시스,유럽 당기고 중국 밀고..전기차 판매량상승에 배터리도 '활짝',긍정
이코노미조선,"[중국 전기차가 온다] 전기차 '메카'로 떠오르는 中..""넥스트 테슬라 찾아라""",중립
조선비즈,"""전기차 시장 폭발적 성장"" 전망에.. 배터리 소재 업계도 '들썩'",긍정
지디넷코리아,"전기차 정책, C학점..완속충전 인프라 대책 부족",부정
뉴시스,[車블랙박스]코로나19로 전기차 개화 시기 늦춰질까,중립
전자신문,"""전기차 보조금 선착순 지급인데""..신차 7종 모두 하반기 출시",중립
매일경제,[투자프레임 4.0] 그린뉴딜 투톱은 전기차·수소株,긍정
뉴시스,"중국 전기차 시장, 회복 조짐..배터리 사용량 12개월만에 증가세",긍정
지디넷코리아,"정의선 ""2025년까지 전기차 100만대 판매..점유율 10% 목표""",중립
뉴시스,전기차 보조금 지급체계 개편..고가車 지급 제외 검토,부정
뉴시스,"[올댓차이나] 대만 훙하이, FCA와 중국서 전기차 합작..'脫스마트폰'",중립
뉴시스,車 정비시설 기준 완화..전기차 전문 정비소 부담 낮춰,긍정
중앙일보,"기아차, 29조 투자 ""5년 내 전기차 점유율 6.6%로 높인다""",긍정
뉴시스,"서울시, 올해 전기차 1만대 보급..보조금 최대 2700만원",긍정
지디넷코리아,[EV팩트체크] 정부가 정말 코나 전기차 화재 후 급속 충전기 속도 줄였나,중립
조선비즈,"[줌인] ""'제 2의 테슬라' 만들자""..中 전기차 스타트업에 '뭉칫돈 투자' 잇따라",중립
연합뉴스,전기차 충전기 2천만세대 보급하고 그린수소 비중 80%로 늘린다(종합),긍정
조선비즈,전기차 주행거리 전쟁.. 1회 충전으로 가장 멀리 가는 차는?,중립
지디넷코리아,"폭스콘-아마존, 전기차 플랫폼 사업 손잡는다",중립
국민일보,"전기차, 테슬라 독주에 수입↑ 국산 ↓",부정
JTBC,코나 전기차 '리콜'에도 소비자 불만..소송 움직임,부정
머니투데이,"포스코케미칼, 양극재 2.5만톤 증설..전기차 시대 준비",긍정
지디넷코리아,[조재환의 카테크] 전기차 '마이너스 옵션' 과감히 뺀 현대기아차,중립
한국경제TV,"[단독] 제네시스 전기차, SK 배터리 대거 탑재",중립
연합뉴스,"환경부-업계, 경유 화물차 '전기차 전환' 업무협약",긍정
지디넷코리아,[조재환의 EV세상] 테슬라 충전소에 웬 SM3 전기차?,중립
지디넷코리아,"[조재환의 EV세상] 현대차 아이오닉 5, 안전까지 챙긴 전기차 될까",중립
지디넷코리아,[조재환의 EV세상] 코나 전기차 화재 벌써 11번째..원인규명 못하나,부정
지디넷코리아,[조재환의 EV세상] 흡연구역 바로 옆 '교통약자 배려 전기차 충전소' 눈살,부정
연합뉴스TV,"전기차 급성장..뛰어드는 수입차, 방어 나선 국산차",중립
오토타임즈,2021년 기대되는 국산 전기차 4종,긍정
한국경제TV,"정의선, 전기차 배터리 '광폭 행보'",긍정
지디넷코리아,"[조재환의 EV세상] 전북 순창군, 전기차 충전방해 건축물 허가 논란",부정
머니투데이,"'배터리 동맹' 모은 현대차, 전기차 꽃길 달린다",긍정
중앙일보,"현대차 코나, '화재' 논란 속에서도 세계 전기차 판매량 3위",중립
전자신문,올해 네덜란드서 가장 많이 팔린 전기차 '니로EV',긍정
경향신문,삼성·현대 '전기차 동맹' 배터리 시장 판도 흔든다,긍정
지디넷코리아,2020년은 전기트럭의 해..승용 전기차보다 더 많이 팔렸다,긍정
디지털타임스,"정의선 현대차 수석부회장 ""내년 전기차 도약 원년 될 것""",긍정
더팩트,"LG화학, 전기차 배터리 분사설 '솔솔'..올해는 다를까?",중립
한국경제TV,테슬라 독주 막는다..전기차 패권 승부수,긍정
동아일보,"배터리만큼 중요한 '전기차 타이어'.. 한국타이어, 글로벌 EV 타이어 시장 선도",긍정
지디넷코리아,[조재환의 EV세상] 리콜 후 벽돌된 코나 전기차 800여대,부정
경향신문,전기차 주행거리 2배 이상 늘리는 배터리 기술 개발,긍정
전자신문,"전기차 충전기 사업 넓히는 한전, 민간업체와 대충돌",부정
뉴시스,"""전기차 불나면 어떻게""..소방대원 대응 매뉴얼 보급",중립
한국경제,"현대·기아 전기차 서유럽 판매, 매년 2배 ↑..신차 효과 톡톡",긍정
시사저널,"""전국 2000만 세대에 전기차 충전기 보급한다""",긍정
한국경제,"유럽 봉쇄령 속 위기의 현대·기아차..""기댈 언덕은 전기차""",중립
연합뉴스,전기차 폐배터리 재사용 ESS 제작 기술 개발..성능 검증 돌입,긍정
디지털타임스,"현대차, 차세대 전기차 'NE'..유럽 찍고 중국 간다",중립
한국경제,"전기차, 이제 20분 충전해 서울서 부산까지 달린다",긍정
조선비즈,CATL 배터리 단 中 전기차 잇따라 화재..안전성 논란,부정
연합뉴스,"올해 미래 차 20만시대 연다..배달 화물차, 전기차로 본격 전환",긍정
MBN,전기차 늘어나는데 충전소는 '태부족',부정
시사저널,"전기차 충전 기술의 어제와 오늘, 그리고 미래",중립
지디넷코리아,"이재용-정의선, 자율주행·수소전기차 타고 미래車 협력",긍정
머니투데이,"LG화학, 전기차 배터리 점유율 또 1위..中 '맹추격'",긍정
전자신문,폭스바겐 야심작 전기차 'ID.4' 공개..주행거리 520km·6000만원 대,중립
노컷뉴스,"車업계 '내수방어' 3책..""감세‧중고차‧전기차""",중립
뉴시스,그린뉴딜에 車생태계 지각변동..내연기관차 밀어내는 전기차,중립
뉴시스,"대세는 전동화..현대모비스, 전기차 핵심 부품으로 '미래차 ON'",긍정
뉴시스,모빌리티 협력 기대 속..삼성은 왜 전기차 안 만들까,중립
전자신문,"LS그룹, 6년 만에 전기차 충전기 시장 재진출",긍정
전자신문,"'e-트론·EQC' 수입 전기차 질주..""몸값 낮추니 잘 팔리네""",긍정
KBS,애플이 전기차 시동?..우리 산업 영향은?,중립
한국경제,"루시드, 테슬라 잡을 전기차 내놨다",긍정
노컷뉴스,"푸조 2008, 전기차‧디젤 '맘대로 골라 타'",긍정
지디넷코리아,"[조재환의 카테크] 유명무실 전기차 충전방해금지법, IT기술이 답이다",중립
지디넷코리아,"기아차, 코로나19 속 선방..전기차로 위기극복",긍정
문화일보,"전기차 수출 질주.. 현대기아차, 벌써 작년 85% 달성",긍정
파이낸셜뉴스,"GM, 전기차 시장 확대 나선다",긍정
한국경제,전기차 양산 25년..20분 충전에 서울~부산 달린다,긍정
지디넷코리아,경기 남양주서 또 코나 전기차 화재 발생..벌써 14번째,부정
파이낸셜뉴스,2025년 전기차 100만 시대 연다,긍정
지디넷코리아,"[EV 팩트체크] 국내 판매 코나 전기차에 SK 배터리 탑재?..""잘못된 정보""",부정
한국경제,팰리세이드급 실내 갖춘 전기차 NE..비결은 인휠 모터?,중립
디지털타임스,현대·기아 전기차 수출 날았다,긍정
연합뉴스,[특징주] '전기차 부품 합작사 설립' LG전자 11% 급등(종합),긍정
조선비즈,"미 교통안전국, 테슬라 '터치스크린 먹통' 문제 대규모 조사..전기차 수난시대",부정
중앙일보,내년엔 전기차 보조금 100만원 줄어..징벌적 손해배상 신설,부정
일간스포츠,몰려드는 수입차..뜨거워지는 전기차 시장,긍정
IT동아,[CES2020] 'PS5부터 전기차까지' 소니는 미래를 착실히 준비해 왔다,긍정
지디넷코리아,현대차 코나 전기차 단종설에 오너·예비 소비자 혼란,부정
지디넷코리아,"[WWDC20] iOS 14 지도 앱, 전기차 충전소 찾아준다",긍정
조선일보,"머스크 ""3년내 반값 전기차 양산"".. 시장 반응은 ""에이~ 별거 없네""",부정
머니투데이,2년 뒤엔 전기차 '어디서나' 충전할 수 있다,중립
지디넷코리아,[조재환의 카테크] 교환형 전기차 배터리팩에도 변신이 필요한 시대,중립
KBS,강원도에서도 전기차 생산..정부 상생 일자리 첫발,긍정
쿠키뉴스,전기차 전성시대..아우디·푸조·벤츠 등 전기차 대거 출시,긍정
전자신문,'충전 전기요금 인상 여파'..전기차 충전사업자 매물 나왔다,부정
뉴시스,"LG화학, 전기차 배터리 주도권 '꽉'..""내년 매출 16조원 전망""",긍정
연합뉴스,"[통통 지역경제] ""우린 전기차 타고 출근해요"" 부산청춘드림카 인기",긍정
중앙일보,수소전기차 판매 5배 늘었다..2019년 국내 자동차 시장,중립
