Press,Headline,Analysis
이코노미조선,[시승기] BMW i7 M70 x드라이브 | 길이 5.2m·무게 2.7t의 몬스터 전기차,중립
한국경제TV,12월 21일 월가의 돈이 되는 트렌드 - 전기차와 하이브리드차 [글로벌 시황&이슈],중립
비즈워치,볼보 전기차 C40 리차지 타보니…'주행거리·편의성↑',긍정
한국경제,"포드, 전기차 수요부족에 미시간 배터리공장 생산량 40% 감축",부정
더팩트,수입 전기차 역대 최다 판매…1위 브랜드는?,긍정
연합뉴스,'내년이 문제'…전기차 시장 둔화에 긴장하는 배터리업계,부정
조선일보,연말까지… 전기차 노려보세요,긍정
채널A,대형 전기차 최대 2천만 원 할인…소비자 반응 엇갈려,중립
한국경제,유가 폭등 반기는 전기차 업계,긍정
오토타임즈,"엔카닷컴, 중고 전기차 올해 45% 판매 증가",긍정
중앙일보,"[이상렬의 시시각각] 중국 전기차 기적, 거저 된 게 아니다",중립
뉴시스,"파라텍, 전기차 배터리 화재 진압 특허 2건 등록",긍정
경향신문,‘1톤 트럭’ 디젤 시대 저물다···LPG·전기차로 재편,중립
조선비즈,결국 생산 중단 시작… 中 전기차 이어 배터리도 구조조정 ‘칼바람’,부정
연합뉴스,中 '전기차 강국' 도약 비결은…보조금·세제 감면·충전소 건설,중립
전자신문,"정의선 회장 ""인도서 전기차 퍼스트 무버 되겠다""",긍정
연합뉴스,전기차 보조금 확대 내주 발표…'연내 한시적 증액' 전망,중립
매일경제,"“내 현기차, 롤스로이스 뺨친다고?”…추위 안타는 전기차 순위보니",중립
SBS Biz,글로벌 전기차 시장 주춤하자 K-배터리 '숨고르기' 조짐,부정
중앙일보,"테슬라에 상용차까지…전기차 수입 1위 된 中, 무역적자 커진다",부정
매일경제,"전기차 괜히 샀나, 충전 고통 없애겠다…LG, ‘이것’ 들고 미국 공략한다",부정
매일경제,"中 BYD, 헝가리에 전기차·배터리 공장 설립",중립
매일경제,[영상] “전기차 화재 이렇게해야 잡히네”…50분간 속수무책,부정
국민일보,“정말 안팔리네”… 전기차 ‘눈물의 할인’ 중,부정
머니투데이,"전기차 패권 노리는 '테슬라 제국'…충전기, 160조원 이상의 가치",중립
매일경제,200조 시총으로 테슬라와 겨루던 베트남 전기차…지금은 90% 털렸다는데 [신짜오 베트남],부정
연합뉴스,"""인도, 테슬라 공장 유치하려 '수입 전기차 관세 인하' 검토""",중립
국민일보,전기차 투자 줄줄이 철회하는 완성차… 배터리 업계 ‘긴장감’,부정
매일경제,“전기차는 제주로”…규제자유특구 연장,중립
KBS,[경제합시다] 폴크스바겐 “14조 절감”…전기차가 부른 해고,부정
매일경제,[단독] “일본 독주 막겠다”…전기차 핵심소재 출사표 던진 이 기업,긍정
오토타임즈,"EU, 중국산 전기차 제재 나선다",부정
조선일보,"폴크스바겐 행정직 20% 감축… AI·전기차 시대, 대량 해고 시작",부정
데일리안,[아듀 2023-재계] '반도체‧전기차 최강국' 정부와 팀플레이…부산엑스포 유치 좌절,부정
한국경제,삼성 배터리 단 '현대 전기차' 유럽 달린다,중립
디지털타임스,"""억 소리나는 전기차""…`수리비 폭탄` 대비하려면[임성원의 속편한 보험]",부정
SBS Biz,지금이라도 살까?…전기차 많이 깎아주네!,긍정
문화일보,테슬라 독일서 3000만 원대 ‘반값’ 전기차 생산,긍정
동아일보,"4550만원 전기차 아이오닉5, 4070만원에 살 수 있다",긍정
중앙일보,"한국 전기차 시장, 중국산이 독일·미국 제치고 1위",중립
연합뉴스,"산업차관, 佛통상장관 만나 ""韓 전기차 보조금 제외 유감""",부정
KBS,전기차 3만 대 화재 급증…진화 장비 ‘부족’,부정
연합뉴스,재팬모빌리티쇼 화두는 전동화…양산 전기차 전시 中BYD에 인파,중립
연합뉴스,"""美 전기차 시장 선점하자""…K-배터리, 북미 증설 '러시'",긍정
더팩트,"현대차·기아·KG·르노, 전기차 생산 열 올리는데…GM '감감무소식' 왜?",중립
파이낸셜뉴스,"재고 쌓이는 전기차, 안 팔리는 이유는",부정
아이뉴스24,"LG전자, 전기차 충전기 'UL 인증' 획득…""안정성·기술력 입증""",긍정
동아일보,국내 시장 파고드는 중국 전기차… 해외서도 현대차와 격전 예고 [글로벌 포커스],중립
뉴시스,"전기차 보조금 확대…국산차 '웃고', 수입차 '운다'",부정
뉴시스,경차의 질주… 전기차 시장까지 확대될까,중립
연합뉴스TV,"미, 전기차 보조금 대상서 中제외…세계 배터리 업계 부담",부정
쿠키뉴스,"포항시, 전기차 충전 인프라 '확대'",긍정
데일리안,타던 차 그대로 친환경차로…개조전기차 시장 ‘태동’,긍정
연합뉴스,"환경부 ""테슬라 모델Y, 전기차 보조금 전액 받기 어려워""",부정
조선비즈,"中 전기차 1위 비야디, 헝가리에 車·배터리 공장 설립 추진",중립
한국경제,"""중고 전기차 시장 선도""…현대차와 '차별화' 강조한 기아 [종합]",긍정
매일경제,전기차 먹구름에 테슬라 주가 또 날벼락…차량용 반도체 대장주마저 22% 급락,부정
조선일보,‘전기차 전환’ 주춤… 하이브리드가 다시 떠오른다,부정
파이낸셜뉴스,"美 전기차 시장 들어가려는 中, 멕시코에 디딤돌 마련",중립
연합뉴스,'탄소중립도시 만든다'…노원구 2025년까지 전기차 충전기 7천대,긍정
동아일보,볼보 핵심 전기차 C40 리차지 타보니… ‘고요하지만 강하고 편하다’,긍정
비즈워치,"전기차 가격인하 경쟁, 이 배터리니까 가능하다",긍정
머니투데이,"테슬라, 獨공장에서 3500만원 저가 전기차 만든다",중립
문화일보,"테슬라 아니었네…전 세계 전기차 시장, 중국 업체가 과반",부정
연합뉴스,"""11월 중고 전기차 시세 전월 대비 최대 8% 하락""",부정
한국경제,'전기차 공장' 공사 한창…확 바뀌는 56살 현대차 울산공장 [현장+],중립
국민일보,"‘전기차’ 테슬라vs‘하이브리드’ 토요타, 新전쟁 개막",중립
파이낸셜뉴스,스타필드·이마트에 전기차 충전소 '스파로스 EV' 생긴다,긍정
데일리안,"전기차 시대, 배기량 대신 '배터리' 고른다",중립
데일리안,[르포] 전기차 시장 주춤?…여전히 미래모빌리티엑스포 주인공,중립
오토타임즈,"[하이빔]소리 없는 전기차, 경쟁 소리는 치열",중립
조선비즈,"[르포] 기아 中 공장 내연차, 중국서 안 팔려 해외로… “전기차 시장서 생존 어려워”",부정
연합뉴스TV,중국산 '껍데기 차체'로 전기차 보조금 54억 '꿀꺽',부정
한경비즈니스,곳곳에 켜진 ‘적신호’...전기차 시장 ‘급 브레이크’ [전기차 방전되나],부정
데일리안,"전기차 성장 둔화, 보폭 축소일까 숨 고르기일까",중립
조선일보,中 전기차 수출 압도적 1위… 세계는 ‘방어 장벽’ 쌓는 중,부정
지디넷코리아,"테슬라, 인도 시장 진출할까…""전기차 수출·공장설립 계약 임박""",긍정
전자신문,"현대차·기아, '수출의 탑' 동반 수상 …친환경 전기차 질주 쾌거",긍정
오토타임즈,"[하이빔]전기차, 남들이 잠글 때 한국은 열어야",긍정
뉴시스,車에 빠진 LGU+…전기차·커넥티트카 사업 '드리프트',부정
한국경제,"""중국 없이는 전기차 못 만들 판""…자동차 굴기 '공포'에 초비상 [글로벌 리포트]",부정
뉴시스,전기차 뜨는데 정비사는 없다?…車 업계 인력 양성 박차,중립
연합뉴스,"'프랑스판 IRA'에 한국 전기차도 비상…""한-EU FTA 위반 소지""(종합)",부정
매일경제,"볼보 EX30, 한번 충전하면 475km 질주 … 탈맛 나는 전기차 SUV",긍정
연합뉴스,"BMW·벤츠, 중국서 전기차 고속충전 네트워크 함께 구축한다",중립
연합뉴스,계속되는 전기차 속도조절…K-배터리 '차분한 주시',중립
뉴시스,전기차 폐배터리서 핵심 광물 추출…제주서 시범사업 추진,중립
한국경제,"""아무리 테슬라여도 못 쫓아간다""…전 세계 장악한 전기차",부정
한국경제,"EU, 중국 전기차 업체 조사 착수…관세 전쟁 촉발하나",부정
디지털타임스,"LG전자, 전기차 충전기 美 UL 안전성 인증",긍정
머니투데이,"석유공룡, 전기차 시대 생존법…엑손모빌 '하얀석유' 리튬 캔다",긍정
머니투데이,"""100년 기업 향한 도전""…현대차 전기차 전용공장 첫 삽",긍정
대전일보,"""무거워서 안돼요""…전기차 외면하는 기계식 주차장",부정
조선비즈,전기차 50만대 넘었지만 성장 주춤…실구매가 최대 600만원 낮춘다,중립
동아일보,“부모한테 배웠냐”…전기차 충전칸 ‘알박기’ 신고하니 들은말 [e글e글],부정
KBS,"스웨덴 자동차업체, 국내서 전기차 생산 선언",긍정
매경이코노미,"목표가 34% ‘뚝’, 테슬라에 무슨 일이…기대와 우려 공존하는 전기차 시장",중립
경향신문,잘나가던 전기차 어쩌다···혼다·GM·포드 “사업성 부족” 속도 조절,부정
뉴시스,"檢, '보조금 47억 부정 수령' 전기차 업체 대표 구속기소",부정
아이뉴스24,[산업계 진단]'성장 대세' 전기차·2차전지는 감속…유화·철강은 부진 예상,중립
중앙일보,"미국 전기차 충전, 테슬라 표준으로 통일…현대차·기아 합류",긍정
MBC,"산업차관, 프랑스 통상장관 만나 ""한국 전기차 보조금 제외 유감""",부정
세계일보,"전기차 수요 둔화에… K배터리, 글로벌 투자 속도 조절 나서",부정
연합뉴스,"""전기차 대중화 이끈다""…기아, EV3·4콘셉트카·EV5양산차 공개",긍정
세계일보,"벤츠·BMW, 중국서 전기차 고속충전 네트워크 구축 협력",중립
한국경제TV,WSJ ”美서 전기차 판매 성장세 둔화...가격 부담 영향“,부정
연합뉴스,"증권가, 엘앤에프 목표가↓…""전기차 시장 수요 둔화""",부정
연합뉴스,"'프랑스판 IRA'에 한국 전기차도 비상…""한-EU FTA 위반 소지""",부정
한국경제,'자동차 강국' 독일이 어쩌다가…'전기차' 열등생 된 이유는 [위기의 독일경제②],부정
매일경제,"“이대로면 한 달도 못 버틴다”…전세계 전기차 시장, 지금 무슨 일?",부정
조선비즈,"美 컨슈머리포트 “전기차, 내연기관차보다 안정성 떨어져”",부정
디지털타임스,`고개 숙인 전기차`...아이오닉5를 3000만원대에 산다고?,부정
매일경제,“이젠 진짜 던져야 하나”…악재 3연타에 휘청이는 전기차,부정
머니투데이,"""전기차엔 필요없어""…금보다 귀하다던 이 금속의 눈물",부정
머니투데이,"중국산 전기차 보조금 조사 나선 EU, ""이유 있었네""",부정
데일리안,"현대차, ‘현대 N 페스티벌’ 시상식…“내년 전기차 레이스도”",중립
디지털타임스,"폭스바겐 ID.4, `가성비 전기차` 부각… 국고보조금 혜택까지",긍정
연합뉴스,"3분기 적자 폭 줄인 SK온, 전기차 둔화 속 흑자 전환 나설까",중립
머니투데이,"EU, 中 전기차 정부 보조금 조사…테슬라가 수혜주",중립
한국경제TV,中 전기차 '밀어주기'…공공부문 차량 전면 교체,긍정
MBN,[단독] 집배원 안전은 어디로…우체국 전기차로 곳곳에 울상,부정
SBS,[단독] 전기차 급발진 증가세인데…'결함 인정' 0건,부정
연합뉴스,"KAMA ""국내 전기차 판매 9월 이후 회복세로 전환""",긍정
머니투데이,"현대·기아차, IRA에도 상반기 美전기차 점유율 '2위'…수익성은?",중립
국민일보,"中 전기차, ‘日 텃밭’ 태국 공략 가속",중립
경향신문,‘프랑스판 IRA’ 최종안 확정...한국산 전기차 보조금 못 받을 듯,부정
중앙일보,"“승차감 떨어지고, 인프라 태부족” 전기차 ‘할인 약발’ 미지근",부정
지디넷코리아,"레이쥔 샤오미 CEO, 28일 전기차 기술 공개 예고",중립
동아일보,"[김도형 기자의 일편車심]전기차 배터리, 애물단지에서 도시광산으로",긍정
연합뉴스,"포항시, 찾아가는 전기차 충전서비스 도입…배터리 상태도 분석",긍정
YTN,불타는 전기차...가던 길 멈추고 달려온 '시민 영웅',긍정
SBS,"주차장 내 전기차 화재 대부분 '충전 후'에…""800억 원 투입""",부정
SBS Biz,"화웨이, 전기차 충전시장 진출 선언…""내년 초고속 충전기 10만대 설치""",중립
연합뉴스TV,"전기차 급가속 사고 피하려면…""전자식 주차브레이크 사용해야""",부정
SBS Biz,"美 컨슈머리포트 ""전기차, 내연기관차보다 문제 많아""",부정
뉴시스,"LG전자, 전기차 충전기 美 진출…UL 안전 인증 획득",긍정
머니투데이,"'전기차 배터리' 최고 이익률…삼성SDI, 전고체·LFP도 속도낸다",긍정
머니투데이,"하이브리드 재미본 토요타 ""3년내 유럽 신차 20% 전기차로""",중립
한국경제,"""'중고 전기차'는 복불복이라는데""…기아는 믿어도 될까",부정
동아일보,"전기차 빅마켓 獨도 역성장, 각국 보호주의 확대… 수출 ‘경고등’",부정
파이낸셜뉴스,현대차·기아 전기차 ‘수출’ 쾌속질주,긍정
연합뉴스,"정부, 美측과 '전기차 보조금 제외' IRA 외국우려기업 쟁점 논의(종합)",중립
매일경제,타보면 ‘어이’가 없었는데…확 바뀐 ‘그랜저값’ 일본車 “전기차 괜히 샀지?” [카슐랭],부정
매일경제,"“고성능 전기차, 이렇게 타는 겁니다”…아이오닉5 N 오너스 데이",긍정
연합뉴스,"기아 EV6, 전기차 수요둔화에도 이달 누적판매 20만대 돌파 유력",긍정
국민일보,“벌써 꺾였다고?” 전기차 전환 속도 확 느려졌다… 왜?,부정
매일경제,"""하이브리드만 잘 팔리네"" 韓서 유독 약한 전기차",부정
머니투데이,"LG전자 전기차 충전기, 내년엔 美간다…UL '안정성' 인증",긍정
한겨레,전기차 여전히 비싼데…구매 타이밍은 언제? [ESC],중립
파이낸셜뉴스,"美 석유메이저 엑손, 전기차배터리용 리튬 생산 올인",긍정
한국경제TV,"美 전기차 충전, 테슬라 방식으로 통일한다",중립
매일경제,"“전기차 때문에 다 죽겠다”…‘폐업vs파업’ 정비업계, 생존권 대책 요구",부정
연합뉴스,'껍데기뿐인 전기차'로 보조금 47억 가로챈 업체 대표 구속기소,부정
연합뉴스,美 전기차 100만대 판매에 10년…200만→300만대는 불과 1년,긍정
연합뉴스,전기차 둔화 우려에도…1∼9월 전기차 배터리 사용량 44.4%↑,중립
국민일보,"현대차, ‘기름국’ 사우디서 기름 없는 전기차 생산한다",중립
조선비즈,"韓 배터리, 中 지분 25% 넘으면 美 전기차 보조금 못 받아",부정
